96,-0.0014,0.0212,0
97,-0.0004,0.0162,0
98,0.0001,0.0112,0
99,0.0001,0.0062,0
100,-0.0049,0.0112,0
101,-0.0059,0.0162,0
102,0.0001,0.0012,0
103,-0.0049,0.0012,0
104,-0.0049,0.0062,0
105,-0.0094,0.0012,0
106,-0.0094,0.0062,0
107,-0.0019,0.0259,0
108,-0.0239,0.0217,0
109,-0.0189,0.0212,0
110,-0.0139,0.0207,0
111,-0.0114,0.0162,0
112,-0.0104,0.0117,0
113,-0.0149,0.0112,0
114,-0.0219,0.0172,0
115,-0.0164,0.0162,0
116,-0.0149,0.0012,0
117,-0.0149,0.0062,0
118,-0.0199,0.0122,0
119,-0.0259,0.0177,0
120,0.0001,-0.0093,0
121,0.0001,-0.0143,0
122,0.0001,-0.0193,0
123,0.0006,-0.0243,0
124,-0.0049,-0.0143,0
125,-0.0049,-0.0193,0
126,-0.0065,-0.0113,0
127,0.0001,-0.0043,0
128,-0.0049,-0.0093,0
129,-0.0049,-0.0043,0
130,-0.0099,-0.0043,0
131,-0.0079,-0.0163,0
132,-0.0254,0.0022,0
133,-0.0304,0.0022,0
134,-0.0304,0.0072,0
135,-0.0349,0.0092,0
136,-0.0354,0.0142,0
137,-0.0304,0.0122,0
138,-0.0254,0.0072,0
139,-0.0384,0.0112,0
140,-0.0319,0.0172,0
141,-0.0254,0.0122,0
142,-0.0204,0.0072,0
143,-0.0204,0.0022,0
